bundle_id,bundle_item_id,source_rel_path,local_bundle_rel_path,domain,selection_role,main_rel_path,readability_class,signature_category,source_size_bytes,copied_size_bytes,sha256,mtime_iso,schema_opened,message_or_contact_rows_selected,source_root_label,source_readonly_confirmed,selection_note
sprint2b_candidate_db_bundle_20260703,B00011,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/general/general.db-wal,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/general/general.db-wal,db_storage/general,wal_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/general/general.db,companion_file,empty_file,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-01T18:33:46+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00012,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/general/general.db-shm,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/general/general.db-shm,db_storage/general,shm_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/general/general.db,companion_file,non_sqlite_header,32768,32768,9982810a1392f0553ca909787658f28f65f739f4e81a4456a51756cd2e8a898b,2026-07-01T18:33:46+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00013,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db-incremental.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db-incremental.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,4096,4096,e62e7a0e57ecd0b26bed4c3e77b9a011175215cb351d5d604b9c365b16f5b175,2026-03-16T17:11:47+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00014,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db,db_storage/message,main_candidate,,encrypted_or_sqlcipher_likely,non_sqlite_header,139845632,139845632,32ff72f1807c119d4c5328f0ec560f681865eae4522f7716b0ea5cfa605838d9,2026-03-16T17:11:46+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00015,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db-wal,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db-wal,db_storage/message,wal_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db,companion_file,empty_file,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-01T18:33:46+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00016,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db-shm,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db-shm,db_storage/message,shm_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db,companion_file,non_sqlite_header,32768,32768,c4bbc7d17c2d373837cfcc5e9323362c19c6f68973d903f40bc94be4526ae0a8,2026-07-01T18:33:46+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00017,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db-last.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db-last.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,258048,258048,718a35485bb631a847bf843a00f2c2e7e156049015f438e96f4a586fb56d5131,2026-01-12T11:45:15+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00018,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_fts.db,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_fts.db,db_storage/message,main_candidate,,encrypted_or_sqlcipher_likely,non_sqlite_header,119914496,119914496,c634ebb06a5debf6c1cf11dec69b13546cffe6693bcdb0cce23dac01fbdddcf6,2026-07-01T18:33:46+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00019,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_fts.db-wal,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_fts.db-wal,db_storage/message,wal_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_fts.db,companion_file,empty_file,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-01T18:33:46+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00020,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_fts.db-shm,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_fts.db-shm,db_storage/message,shm_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_fts.db,companion_file,non_sqlite_header,32768,32768,57b9bebabd4cf9536fca4682074f1e9b41b04e164c6ff35c077c9c3d09c8e6bc,2026-07-01T18:33:46+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00021,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db,db_storage/message,main_candidate,,encrypted_or_sqlcipher_likely,non_sqlite_header,99000320,99000320,46f401c6efafdeb36e03e46a8e7b5fed870de8f1b89e07b659639e34433bb3cd,2026-07-01T18:33:46+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00022,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db-wal,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db-wal,db_storage/message,wal_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db,companion_file,empty_file,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-01T18:33:46+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00023,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db-shm,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db-shm,db_storage/message,shm_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db,companion_file,non_sqlite_header,32768,32768,8ab856267c5cb7000d1b4de167415ab369f256c5fb4c4b10716f41e53b4d7bc5,2026-07-01T18:33:46+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00024,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db-last.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db-last.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,593920,593920,c4fcb0f655fe84fea50bfe33c2a8a6a90025bda1b8619aa21ddf8ac577417d42,2026-06-29T18:07:25+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00025,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db-incremental.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db-incremental.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,4096,4096,f5bef9299f8a91d67ed3cd4c8fa701bb66589d4f93c06a36e1e1540277cb9e26,2026-06-29T18:26:17+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00026,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db-last.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db-last.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,32768,32768,d333cf53871782fc1b734936f30eacf8573df94a706f64e73d585f3750a118b4,2025-09-16T20:06:06+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00027,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db-incremental.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db-incremental.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,4096,4096,135a64ec4fba139fdaac5a1c48b3052f7ab4dedcd27ceeca48ab9abbbe502ca0,2025-10-11T10:27:44+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00028,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db,db_storage/message,main_candidate,,encrypted_or_sqlcipher_likely,non_sqlite_header,28815360,28815360,5e036a306e8ad3e2325946a73dca93c53ce1701da6de698fd5515ea4af33b4ef,2026-03-16T17:11:46+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00029,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db-wal,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db-wal,db_storage/message,wal_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db,companion_file,empty_file,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-01T18:33:47+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00030,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db-shm,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db-shm,db_storage/message,shm_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db,companion_file,non_sqlite_header,32768,32768,9d247102a5f1c1a61f3a7a6af60304378de1ad7b7f8cb624519434088cc74e52,2026-07-01T18:33:47+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00031,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db,db_storage/message,main_candidate,,encrypted_or_sqlcipher_likely,non_sqlite_header,2031616,2031616,ea31c01f80f41065ad50f27786c1b1fe9fd673cd93daba19a56f0e51edcca070,2025-10-11T10:27:44+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00032,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db-wal,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db-wal,db_storage/message,wal_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db,companion_file,empty_file,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-01T18:33:47+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00033,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db-shm,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db-shm,db_storage/message,shm_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db,companion_file,non_sqlite_header,32768,32768,8373c01917c4b8d88c9156e8af90f66317ce72d822048a9ae7b6e4034d06266e,2026-07-01T18:33:47+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00034,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db-incremental.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db-incremental.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,4096,4096,ca02cf3328c9ef01af3acad5622f1e5d116890d71fb916ce687241cca10544be,2025-10-11T10:27:44+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00035,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db-last.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db-last.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,28672,28672,462f167652990c609217e2f7df5cde1cd33fba52353dab40b9c42142fe931b11,2026-06-29T12:46:38+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00036,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/weclaw.db,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/weclaw.db,db_storage/message,main_candidate,,encrypted_or_sqlcipher_likely,non_sqlite_header,8192,8192,163d6764828efa1c49d57e2e80ef4bc492e236105df2929693b76e7662fd6cee,2026-06-07T11:20:54+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00037,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/weclaw.db-wal,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/weclaw.db-wal,db_storage/message,wal_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/weclaw.db,companion_file,empty_file,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-01T18:33:52+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00038,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/weclaw.db-shm,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/weclaw.db-shm,db_storage/message,shm_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/weclaw.db,companion_file,non_sqlite_header,32768,32768,cc3cf32556e4e5d83877cddf476096dee3c9fc83ae7fb7c8f2baa81ab05f0f9d,2026-07-01T18:33:52+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00039,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db-last.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db-last.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,782336,782336,c55b384e156dbd130e471927f5b943e18aa7a13a98b161afd63f2c2ee243723d,2026-03-10T18:08:59+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00040,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db,db_storage/message,main_candidate,,encrypted_or_sqlcipher_likely,non_sqlite_header,232751104,232751104,bcd815f5709c236e673b44ae92e54635d9c5281fcaced9151dc4e2b028ee6358,2026-06-29T12:46:38+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00041,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db-wal,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db-wal,db_storage/message,wal_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db,companion_file,empty_file,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-01T18:33:52+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00042,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db-shm,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db-shm,db_storage/message,shm_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db,companion_file,non_sqlite_header,32768,32768,c5df223bf021ca4e343a1e179ceaeaf06ced2d8449643853663651100c979ec0,2026-07-01T18:33:52+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00043,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db,db_storage/message,main_candidate,,encrypted_or_sqlcipher_likely,non_sqlite_header,24154112,24154112,d0295aea505cb874e685f7e80a606f57bd8aa1ac2855972d3b5c2fe66de1a6dc,2025-10-11T10:27:44+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00044,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db-wal,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db-wal,db_storage/message,wal_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db,companion_file,empty_file,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-01T18:33:52+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00045,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db-shm,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db-shm,db_storage/message,shm_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db,companion_file,non_sqlite_header,32768,32768,f278a3e50cb9f0f48684da8f11a2df180feca5b532fdc47b097930cdf1c361a7,2026-07-01T18:33:52+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00046,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db-incremental.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db-incremental.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,4096,4096,061dc009635b1f3b76298bb4da14f7bcf0b956c8cd481dbab0ec42da4c69b9ac,2026-01-05T12:12:23+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00047,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db-last.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db-last.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,73728,73728,e44a8c17b78a5ae665e63f1c4e1b5b4b6b93231bb95140bffdc88d1819805f1d,2025-10-07T05:33:23+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00048,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.db-incremental.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.db-incremental.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,4096,4096,b682e7d82763583d2095670603a320d193fbe37027cc37ce9108c604097ca3de,2026-06-29T18:11:23+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00049,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.db-first.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.db-first.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,331776,331776,8af6aa7249e795a5098b3cc44cde81809cb9444ee2ffe3e27166113f1200036b,2025-11-26T11:04:25+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00050,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db-first.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db-first.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,69632,69632,ba08cbbbb417202677b4c9513c72ebe9a31e2f8ae9c338fd897005d7cc15d1bc,2025-10-11T10:27:44+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
