parameter_id,model_id,formula_id,symbol,name,category,data_type,unit,default_value,initial_or_prior_value,active_value,weight,weight_group,weight_group_target,weight_group_tolerance,min_value,max_value,formula_or_transform,source_or_rationale,calibration_method,sensitivity,code_ref,config_ref,test_ref,status,fact_level,unknown_task_ids,parameter_version,last_updated,source_selector,extracted_value,last_verified_commit,verified_at,evidence_hash,semantic_status,semantic_review_task_ids
PARAM-011,MOD-001,FORM-001,BREAKOUT_EXIT_LOOKBACK,Breakout rolling low exit lookback,strategy_default,int,mixed,20,20,20,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/trend/breakout.py:10,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/trend/breakout.py::BreakoutStrategy.__init__.exit_lookback,20,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:48fe76b22fc78c23b1b8ab9fbe3f0a0d968590ee3f51e377f45f95f3a971b78c,MACHINE_VERIFIED,
PARAM-012,MOD-001,FORM-001,MOMENTUM_LOOKBACK,Momentum rotation lookback,strategy_default,int,mixed,126,126,126,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/momentum/momentum_rotation.py:10,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/momentum/momentum_rotation.py::MomentumRotationStrategy.__init__.lookback,126,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:18c5370956f2910b06879f647af045727dfe2f94d737b337a34a56c926c0685e,MACHINE_VERIFIED,
PARAM-013,MOD-001,FORM-001,MOMENTUM_TOP_N,Momentum rotation selected symbols,strategy_default,int,mixed,3,3,3,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/momentum/momentum_rotation.py:10,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/momentum/momentum_rotation.py::MomentumRotationStrategy.__init__.top_n,3,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:4cac7a859721c9e60c645e35f09e9b5942dfda7186ac49af61ec3afc1ee347eb,MACHINE_VERIFIED,
PARAM-014,MOD-001,FORM-001,ALIPAY_BUY_BASE_AMOUNT,Alipay buy base amount,strategy_default,float,mixed,100000.0,100000.0,100000.0,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/behavioral/alipay.py:14,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/behavioral/alipay.py::AlipayStrategy.__init__.buy_base_amount,100000,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:71dd36e1b7e946c9190a1d73397261a15e42b0939f02f7ce5128f72650b4f4ee,MACHINE_VERIFIED,
PARAM-015,MOD-001,FORM-001,ALIPAY_INITIAL_CASH,Alipay internal cash proxy,strategy_default,float,mixed,100000.0,100000.0,100000.0,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/behavioral/alipay.py:15,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/behavioral/alipay.py::AlipayStrategy.__init__.initial_cash,100000,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:d40cf8078e139c50e295ef618403b8304f20f4c0886b5a27713596aaab86f997,MACHINE_VERIFIED,
PARAM-016,MOD-001,FORM-001,ALIPAY_SELL_25_RETURN,Alipay 25 percent sell return threshold,strategy_default,float,mixed,0.1,0.1,0.1,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/behavioral/alipay.py:16,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/behavioral/alipay.py::AlipayStrategy.__init__.sell_25_return,0.1,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:07f62a91cd0617be112a508bdf6904e13fbd8a3c122cd8c24ac2022e79e1b697,MACHINE_VERIFIED,
PARAM-017,MOD-001,FORM-001,ALIPAY_SELL_50_RETURN,Alipay 50 percent sell return threshold,strategy_default,float,mixed,0.15,0.15,0.15,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/behavioral/alipay.py:17,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/behavioral/alipay.py::AlipayStrategy.__init__.sell_50_return,0.15,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:10839bf1df27a8f9a2ab564710d61a6cf507faae2801cffc4230f25caf6e0ba0,MACHINE_VERIFIED,
PARAM-018,MOD-001,FORM-001,ALIPAY_SELL_100_RETURN,Alipay full sell return threshold,strategy_default,float,mixed,0.2,0.2,0.2,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/behavioral/alipay.py:18,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/behavioral/alipay.py::AlipayStrategy.__init__.sell_100_return,0.2,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:7dd7ca59c327cb9c9018ab8f04144cf7f559ade1eaebc182fd2d02e53a4301fb,MACHINE_VERIFIED,
PARAM-019,MOD-001,FORM-001,ALIPAY_SIGNAL_TIME,Alipay decision time,strategy_default,str,mixed,14:30,14:30,14:30,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/behavioral/alipay.py:19,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/behavioral/alipay.py::AlipayStrategy.__init__.signal_time,14:30,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:966826627043c999f193f69282fba590dd9c5e88aa09ea252fb6d59a9037a6d0,MACHINE_VERIFIED,
PARAM-020,MOD-001,FORM-001,ENH_RSI_OVERSOLD,Enhanced RSI oversold threshold,strategy_default,float,mixed,35.0,35.0,35.0,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/behavioral/alipay.py:153,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/behavioral/alipay.py::AlipayEnhancedStrategy.__init__.rsi_oversold,35,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:566afe56c71892fabec9d5055bc62eef51aa45996b634b7a7f21271492df477d,MACHINE_VERIFIED,
PARAM-021,MOD-001,FORM-001,ENH_RSI_OVERBOUGHT,Enhanced RSI overbought threshold,strategy_default,float,mixed,72.0,72.0,72.0,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/behavioral/alipay.py:154,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/behavioral/alipay.py::AlipayEnhancedStrategy.__init__.rsi_overbought,72,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:515785538eafb729d131d5416d9f486979790decaffdb0064b93e892581b06ec,MACHINE_VERIFIED,
PARAM-022,MOD-001,FORM-001,ENH_FAST_MA_WINDOW,Enhanced fast MA window,strategy_default,int,mixed,20,20,20,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/behavioral/alipay.py:155,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/behavioral/alipay.py::AlipayEnhancedStrategy.__init__.fast_ma_window,20,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:02233aba41a81506261911814a89f3b337beb28aee1d0bd35ac5f90b97c5c268,MACHINE_VERIFIED,
PARAM-023,MOD-001,FORM-001,ENH_SLOW_MA_WINDOW,Enhanced slow MA window,strategy_default,int,mixed,60,60,60,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/behavioral/alipay.py:156,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/behavioral/alipay.py::AlipayEnhancedStrategy.__init__.slow_ma_window,60,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:f8a81e51be40c5c9c96a96b262ca36cc5514de49f169c1b6304ce083db630f70,MACHINE_VERIFIED,
PARAM-024,MOD-001,FORM-001,ENH_BOLLINGER_WINDOW,Enhanced Bollinger window,strategy_default,int,mixed,20,20,20,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/behavioral/alipay.py:157,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/behavioral/alipay.py::AlipayEnhancedStrategy.__init__.bollinger_window,20,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:69812f7345fb642a2ae736b20a7dac65d419f1f82c275c7f66bfe020fd55d515,MACHINE_VERIFIED,
PARAM-025,MOD-001,FORM-001,ENH_BOLLINGER_STD,Enhanced Bollinger std multiplier,strategy_default,float,mixed,2.0,2.0,2.0,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/behavioral/alipay.py:158,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/behavioral/alipay.py::AlipayEnhancedStrategy.__init__.bollinger_std,2,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:8ac908025aceda0f636f212c2bc593d42589cab5547213a1adff17c4247950ca,MACHINE_VERIFIED,
PARAM-026,MOD-001,FORM-001,ENH_OVERSOLD_BUY_MULTIPLIER,Enhanced oversold buy multiplier,strategy_default,float,mixed,1.5,1.5,1.5,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/behavioral/alipay.py:159,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/behavioral/alipay.py::AlipayEnhancedStrategy.__init__.oversold_buy_multiplier,1.5,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:14eff2d795dadb5a673355b74c8c0718a069b7a9f4b3ae1849906188304e17f9,MACHINE_VERIFIED,
PARAM-027,MOD-001,FORM-001,ENH_WEAK_TREND_BUY_MULTIPLIER,Enhanced weak trend buy multiplier,strategy_default,float,mixed,0.6,0.6,0.6,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/behavioral/alipay.py:160,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/behavioral/alipay.py::AlipayEnhancedStrategy.__init__.weak_trend_buy_multiplier,0.6,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:9259c5a1ec9ebd788ffdb1018c00a15f4c1a19ff0284bb26751526e41cb72b0d,MACHINE_VERIFIED,
PARAM-028,MOD-001,FORM-001,ENH_TREND_BUY_MULTIPLIER,Enhanced trend participation multiplier,strategy_default,float,mixed,0.35,0.35,0.35,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/behavioral/alipay.py:161,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/behavioral/alipay.py::AlipayEnhancedStrategy.__init__.trend_buy_multiplier,0.35,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:c4cde22de701022a92edb17653c8b07211a74f12d0887dcd0d0dd840f276cf9f,MACHINE_VERIFIED,
PARAM-029,MOD-001,FORM-001,ENH_MAX_POSITION_WEIGHT,Enhanced max position weight,strategy_default,float,mixed,0.95,0.95,0.95,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/behavioral/alipay.py:162,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/behavioral/alipay.py::AlipayEnhancedStrategy.__init__.max_position_weight,0.95,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:1546de69d0ffcf777bf451f69176e137aa0db0082a8ce1fd31f305012889d0dc,MACHINE_VERIFIED,
