path,size,mtime,sha256,action,reason,risk_status
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-07T05-01-43-019f38ce-c827-7a31-9054-362259f331c6.jsonl,529166,2026-07-06T19:03:46Z,1da474fe30eb0e418bc731daec98da39819541e23662e86ae8f48773fceb3e19,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-06T17-00-49-019f363a-c7ff-7aa3-bfdc-47b610f65949.jsonl,233183,2026-07-07T01:03:22Z,9a2ee2bf3e36b437b1fe987bb816c0b6ee46e268ce753b11aeb68a8448c29fa5,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-07T11-01-14-019f3a17-eeca-7af3-928c-982ab3c8cd04.jsonl,2105760,2026-07-07T03:47:30Z,744765e72a7f10991cfd53561516fb96fa4e27a1ea7d374eccc46b44de6dac6e,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-07T19-00-32-019f3bce-be0e-7151-9d1a-6b29eb5d759f.jsonl,457290,2026-07-07T09:03:08Z,aaa799a2e74adb7746cc26e0f142e236d841c1b7fabe8137bb5e3a6123352e33,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-07T20-01-02-019f3c06-218c-7dd2-8681-138aa3a96005.jsonl,1851206,2026-07-07T10:15:49Z,40c8ecf7652e4a4aaaf0b6bc75b3a22baeba3d949361d1c9255d9c6e21a17a73,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-07T11-01-00-019f3a17-b597-7a11-8a66-0fe03301ef55.jsonl,13632595,2026-07-07T14:25:16Z,c5a7771f2479b3002ade91e0db5b300f86ed96f5d7b6db1db8f0e49ff7d72507,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-08T01-30-34-019f3d33-d201-74a0-aee4-7a4a54a341da.jsonl,585382,2026-07-07T15:45:07Z,7cddd899eaf5935d557f2b145303fe2fb66d1c9b64db7f5645485e963401de2b,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-08T05-01-35-019f3df5-030c-70a1-b2c5-84644fc1bafc.jsonl,1455936,2026-07-07T21:09:33Z,6f424300ebafda377e0ce69c7cef2fb9f7248dc650562d29e206946ec1ce5d7a,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-08T06-16-35-019f3e39-ad1a-7c12-bbb3-b7224e1ef82b.jsonl,928870,2026-07-07T22:00:26Z,885f2a0cdeef54b3fc2d1220b474076a0c4e8e79e1cf75b596826151f945d519,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-08T10-36-39-019f3f27-c77c-7002-9fb6-720c4fb95ade.jsonl,507281,2026-07-08T00:46:57Z,50cf278536e3ef9866d8ff625ba439b3b70479ed98a0f18d0baae98c7b93e352,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-08T11-00-39-019f3f3d-bf3c-76a2-85e9-75330e4534ae.jsonl,556577,2026-07-08T01:10:02Z,460b75195a1b999b1b9baf9cea6997ac7668295cf84dc9151aa45d4931580c84,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-08T11-31-09-019f3f59-abe9-7252-8a7f-4b1cd8216707.jsonl,256961,2026-07-08T01:31:58Z,2768c80ba943d2bf7ef255e4e4a10a20cacb229e017d291fa488d91382e5d893,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-08T13-06-40-019f3fb1-1dc7-7d73-a1dc-dbf16a36e327.jsonl,176908,2026-07-08T03:08:31Z,e1f160d9b1f6fc27ca327d605c805ca2489e024423a133b35b6e1c6744b736f7,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-08T13-35-40-019f3fcb-ab66-7951-8fbd-f5f50c579e62.jsonl,213892,2026-07-08T03:36:23Z,360c6dd9b366449ca4150a9e86b033973199748a28b04311ba77c80bb7d23de4,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-04T11-03-03-019f2aa6-8374-7ca1-b0f2-546070adc26b.jsonl,12684479,2026-07-08T04:44:26Z,535432310d6ac783027207178f705085d76e45821f1989264b095912b6c28198,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-08T15-10-04-019f4022-1a2f-7091-8836-0383af0c4b9d.jsonl,416601,2026-07-08T05:13:53Z,1a4a15d4801281d2d9acde109389749f7279fd6258238ad0d6e4292d14a39851,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-08T15-10-16-019f4022-48e4-7963-b060-6c8d5d257c0b.jsonl,505958,2026-07-08T05:14:58Z,5fb6d5defbf54d64c8e0fdac2b749210a18562eec39a1e615aefdfdfb1577657,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-08T20-06-16-019f4131-47b5-7bc2-853e-04d4df46d432.jsonl,265169,2026-07-08T10:08:53Z,df7d7383089b4af196ca93636bf5cc064ba49929508754262a2a0a1150d8093a,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-08T20-01-13-019f412c-a79b-74b3-ab87-be5cfc6bde59.jsonl,325727,2026-07-08T10:09:17Z,0450858c1be72a8d41c9451358322eb78cc1ed1d64a63eb68fff3af1786e7343,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-08T20-06-13-019f4131-3c1b-74e1-b5c0-44d7b556352b.jsonl,225537,2026-07-08T10:09:20Z,0ca45e76615f9a0302f2edbfa0dcba23f3e470ce65cc20ce130a67b7ca3b4587,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-08T23-36-46-019f41f1-fdc0-7010-9c17-698213b76b94.jsonl,207773,2026-07-08T13:37:56Z,3e539615ffafcf07429785c91c4133b17dc2c76b1233268c04b06a0e38a5c1b4,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-09T01-10-15-019f4247-975a-71e3-896e-95ef806aef8b.jsonl,216871,2026-07-08T15:11:31Z,57699debc2bee720876c7cd3883603bbed390c9c5e41547739265b776696f088,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-09T01-30-16-019f4259-e825-7ff0-9662-8f9b5879d7a7.jsonl,480181,2026-07-08T15:33:20Z,7f86468efe92422bbdb130e07e22c36231a12601c563ddabdf64f92afb5402a6,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-09T02-06-46-019f427b-530e-7ab0-8265-25a3fcc4d991.jsonl,508476,2026-07-08T16:10:26Z,f6caf0c2c0ce259c314328fc7b4719bf74eb3a9c5d2383f063c3bfc98c9e7d1e,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-09T05-00-17-019f431a-2e5e-7ea0-aaea-4a50706985de.jsonl,398773,2026-07-08T19:02:01Z,5c38e7aa5483d746c561877fc0cc43b48f6b0884528ff73c33d800f057656412,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-09T10-36-49-019f444e-4a9b-7b82-9af6-ea601cdb6221.jsonl,268467,2026-07-09T00:37:56Z,a160daf090894825060c2fd79641d4dfb829f43b0d0be6e991644950d1ee6a2b,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-09T10-36-51-019f444e-51a0-7b40-9cf1-332e864c4ec7.jsonl,335621,2026-07-09T00:38:07Z,974304295a6b41921446c569664dcb88308b38a7beb30bd2e2291f646ca567d8,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-09T11-00-49-019f4464-424b-72e0-9ba3-470fb64c2ffd.jsonl,329982,2026-07-09T01:02:07Z,75df7258b18a59cbb606c21fa803a813683fad9dc74cbbe748430746639e17b5,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-09T11-00-52-019f4464-4db6-7601-a883-143911874ad4.jsonl,335958,2026-07-09T01:02:52Z,d07d87d0f9f9e3810599779c596b536bb59edb9703be89de8ac974683caa5767,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-09T11-31-52-019f4480-b065-71e2-8c78-cd5737778118.jsonl,435677,2026-07-09T01:34:53Z,b8dca7338feb0d340d88fd59ebb51efab0a43a5e8075e8f05ee146e10f596875,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-09T11-31-49-019f4480-a4e5-71e1-ad2c-b02413546241.jsonl,426722,2026-07-09T01:36:54Z,578f3ca41d37c749bcd28518651e3d6a4da1629a89681d9a7e888f18ad1c9021,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-08T19-02-12-019f40f6-9f31-7c60-a99d-84d253ca5f60.jsonl,402981,2026-07-09T03:56:49Z,537ac738ffad9a0fd42f669127e16097b2d99e7fc0b83f7500e01dbb68c0863d,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-08T23-36-48-019f41f2-08b7-7291-9bbb-7cb4ff945f52.jsonl,257869,2026-07-09T03:57:37Z,68beae309b7d31be0318fda11c62ebf5b80ae10e8bf132d4017f695f2bd78179,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-08T19-02-16-019f40f6-ad8c-7f21-8ffc-0e1a1df793eb.jsonl,327608,2026-07-09T03:57:39Z,9edc7a87c5b3f03a4451ea84c02d363ba99cb7f249d54858c30139647b8c0899,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-09T16-21-26-019f4589-cd8a-7161-bbf5-3623ad46c393.jsonl,216795,2026-07-09T06:22:26Z,5136f47fbe293494855f67c5b0a3479b7832b72ede5112c5a4526e6b2b3a3da4,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-09T19-01-25-019f461c-42a9-7323-bf51-be950a6ba640.jsonl,1115416,2026-07-09T09:47:53Z,fa9ef639fff609951cdc0264d2f4cafbc584c417c79483aa019ded2c79377a43,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-09T20-05-52-019f4657-47cd-7df1-a1b9-986c7b89abe1.jsonl,270842,2026-07-09T10:06:44Z,ca5191710be62fa42e41a8324270b51d544bf1be7768f641bc0c8d1fc348f930,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-09T20-01-53-019f4653-9edc-7762-b781-212f7a03f8ba.jsonl,851885,2026-07-09T10:08:48Z,7155922560d93ec06519885d27c5963877dabeeb322b0927e5df4dbc3de76cc2,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-09T19-01-22-019f461c-3a20-7482-a649-40efd29e1db1.jsonl,1416253,2026-07-09T10:21:33Z,5169bee92e315b2d6ea14649342250b70eabbe3a710d13db110a412f1551486d,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-09T20-21-23-019f4665-7933-7a33-9fd2-9af914d279e0.jsonl,147469,2026-07-09T10:22:25Z,c79fec5ef95b0d6c5af61067a901304e7a84bb526f01cadf6faedca4315b7f8c,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-09T20-05-54-019f4657-4eb1-7b13-8de1-8fe759fc5e6f.jsonl,210917,2026-07-09T10:23:33Z,e2558176030f96dcee340480e45c19e29eeb059bc40f3356816a07616669ca51,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-09T20-43-50-019f467a-03ba-79a1-a62a-507f71b5295e.jsonl,250194,2026-07-09T10:44:57Z,3dd48a061286b53b8b40ce4058242b07d842c2452ca7c9cb8fc75cb8a20f3dfc,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-09T23-36-55-019f4718-7cd4-7922-8112-620ead96bf09.jsonl,257392,2026-07-09T13:39:25Z,d1a9b459c326700e014639660601d103016830a243fd607b7cd20769c1ac333b,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-10T00-20-54-019f4740-c454-7dc2-b2c4-c905b7c4c8c2.jsonl,153138,2026-07-09T14:21:21Z,451c4329831dfa975a82baa21017a4bc42c861fc067855e8f3d4a8b77542c0c3,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-10T01-10-25-019f476e-16f4-7cb2-9f4a-ac7ef0fbee9e.jsonl,201981,2026-07-09T15:11:26Z,798d6d67a19df6c6de4ecffb0fe548c020e822b1e37d8586ba20458da0799ce2,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-10T01-31-55-019f4781-c7b7-73a3-a17f-2d34521442b8.jsonl,590768,2026-07-09T15:34:20Z,903b0c320b1dccc9a320b2850ded048af3975cdd78f8b3234385682f2b2e1ad4,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-10T02-05-25-019f47a0-73c4-7de1-96b8-fdfc7fffc645.jsonl,580473,2026-07-09T16:06:41Z,a845c8071723bf342616e98ecafd5b6b401a69b9be59f70bb47ed6c75f1f278f,backup_blocked,sensitive_scan_blocked,high
