roi_id,subsystem,artifact_type,title,source_path,file_modified_at,size_kb,value_contribution,evidence_level,decision_level,review_status,token_estimate,ai_cost,human_time_cost,revenue_generated,cost_saved,loss_avoided,asset_reuse_value,roi_score,value_status,next_action
tokenRoi_9a21796611ee38ce3da4,EVA_OS Foundation,Executive Command Center,EVACommandCenter_latest,data/commandCenter/EVACommandCenter_latest.md,2026-06-07T13:34:22,4.42,System Reliability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Keep this gate green before relying on downstream research outputs.
tokenRoi_84b82f80e57e2428f5e9,EVA_OS Foundation,Executive Command Center,EVACommandCenter_07062026,data/commandCenter/EVACommandCenter_07062026.md,2026-06-07T13:34:22,4.42,System Reliability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Keep this gate green before relying on downstream research outputs.
tokenRoi_1a480aa8f2886e989ae2,QuantLab,Validation Task Priority Plan,ValidationTaskPriorityPlan_latest,data/validationQueue/ValidationTaskPriorityPlan_latest.json,2026-06-07T13:28:38,237.53,Validation Efficiency,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Compare against out-of-sample and walk-forward evidence before promotion.
tokenRoi_7b9f640e5499523f738a,QuantLab,Validation Task Priority Plan,ValidationTaskPriorityPlan_07062026,data/validationQueue/ValidationTaskPriorityPlan_07062026.json,2026-06-07T13:28:38,237.53,Validation Efficiency,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Compare against out-of-sample and walk-forward evidence before promotion.
tokenRoi_c92d5679f038f7af4405,QuantLab,Validation Task Priority Plan,ValidationTaskPriorityPlan_latest,data/validationQueue/ValidationTaskPriorityPlan_latest.pdf,2026-06-07T13:28:38,2.12,Validation Efficiency,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Compare against out-of-sample and walk-forward evidence before promotion.
tokenRoi_185f47be356633c41dea,QuantLab,Validation Task Priority Plan,ValidationTaskPriorityPlan_07062026,data/validationQueue/ValidationTaskPriorityPlan_07062026.pdf,2026-06-07T13:28:38,2.12,Validation Efficiency,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Compare against out-of-sample and walk-forward evidence before promotion.
tokenRoi_f4a1164e6b906105a8bc,QuantLab,Validation Task Priority Plan,ValidationTaskPriorityPlan_latest,data/validationQueue/ValidationTaskPriorityPlan_latest.md,2026-06-07T13:28:38,11.61,Validation Efficiency,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Compare against out-of-sample and walk-forward evidence before promotion.
tokenRoi_b43c9ecfc6fe322175c9,QuantLab,Validation Task Priority Plan,ValidationTaskPriorityPlan_07062026,data/validationQueue/ValidationTaskPriorityPlan_07062026.md,2026-06-07T13:28:38,11.61,Validation Efficiency,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Compare against out-of-sample and walk-forward evidence before promotion.
tokenRoi_9beedb013a9a3253e9bb,QuantLab,Validation Task Priority Plan,ValidationTaskPriorityPlan_latest,data/validationQueue/ValidationTaskPriorityPlan_latest.csv,2026-06-07T13:28:38,144.75,Validation Efficiency,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Compare against out-of-sample and walk-forward evidence before promotion.
tokenRoi_f2ebc902275b4498b304,QuantLab,Validation Task Priority Plan,ValidationTaskPriorityPlan_07062026,data/validationQueue/ValidationTaskPriorityPlan_07062026.csv,2026-06-07T13:28:38,144.75,Validation Efficiency,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Compare against out-of-sample and walk-forward evidence before promotion.
tokenRoi_bf6b3efd46e865687432,QuantLab,Report Decision Support Index,ReportDecisionSupportIndex_latest,data/reportDecision/ReportDecisionSupportIndex_latest.json,2026-06-07T12:42:33,45.92,Reusable Asset,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Decide whether this artifact should become a reusable asset or be archived.
tokenRoi_d273338107f0a6265e1c,QuantLab,Report Decision Support Index,ReportDecisionSupportIndex_07062026,data/reportDecision/ReportDecisionSupportIndex_07062026.json,2026-06-07T12:42:33,45.92,Reusable Asset,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Decide whether this artifact should become a reusable asset or be archived.
tokenRoi_b5af02c2e7f6e3796777,QuantLab,Report Decision Support Index,ReportDecisionSupportIndex_latest,data/reportDecision/ReportDecisionSupportIndex_latest.pdf,2026-06-07T12:42:33,3.9,Reusable Asset,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Decide whether this artifact should become a reusable asset or be archived.
tokenRoi_1e58f77160e53f38d450,QuantLab,Report Decision Support Index,ReportDecisionSupportIndex_07062026,data/reportDecision/ReportDecisionSupportIndex_07062026.pdf,2026-06-07T12:42:33,3.9,Reusable Asset,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Decide whether this artifact should become a reusable asset or be archived.
tokenRoi_d29857ea89c00f09a79c,QuantLab,Report Decision Support Index,ReportDecisionSupportIndex_latest,data/reportDecision/ReportDecisionSupportIndex_latest.md,2026-06-07T12:42:33,11.78,Reusable Asset,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Decide whether this artifact should become a reusable asset or be archived.
tokenRoi_9da4a049862ec2264a6d,QuantLab,Report Decision Support Index,ReportDecisionSupportIndex_07062026,data/reportDecision/ReportDecisionSupportIndex_07062026.md,2026-06-07T12:42:33,11.78,Reusable Asset,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Decide whether this artifact should become a reusable asset or be archived.
tokenRoi_5fc39c0bab357caf1a69,QuantLab,Report Decision Support Index,ReportDecisionSupportIndex_latest,data/reportDecision/ReportDecisionSupportIndex_latest.csv,2026-06-07T12:42:33,21.26,Reusable Asset,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Decide whether this artifact should become a reusable asset or be archived.
tokenRoi_6370115a8ee39c54abed,QuantLab,Report Decision Support Index,ReportDecisionSupportIndex_07062026,data/reportDecision/ReportDecisionSupportIndex_07062026.csv,2026-06-07T12:42:33,21.26,Reusable Asset,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Decide whether this artifact should become a reusable asset or be archived.
tokenRoi_d0ed955a486503342885,QuantLab,Report Decision Support Index,ReportEvidenceGapTasks_latest,data/reportDecision/ReportEvidenceGapTasks_latest.json,2026-06-07T12:42:16,257.24,Reusable Asset,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Decide whether this artifact should become a reusable asset or be archived.
tokenRoi_48baf691c65824d3d9c1,QuantLab,Report Decision Support Index,ReportEvidenceGapTasks_07062026,data/reportDecision/ReportEvidenceGapTasks_07062026.json,2026-06-07T12:42:16,257.24,Reusable Asset,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Decide whether this artifact should become a reusable asset or be archived.
tokenRoi_4fffde62994b8f9a61d8,QuantLab,Report Decision Support Index,ReportEvidenceGapTasks_latest,data/reportDecision/ReportEvidenceGapTasks_latest.pdf,2026-06-07T12:42:16,2.94,Reusable Asset,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Decide whether this artifact should become a reusable asset or be archived.
tokenRoi_7ce65190a1e1267eaff8,QuantLab,Report Decision Support Index,ReportEvidenceGapTasks_07062026,data/reportDecision/ReportEvidenceGapTasks_07062026.pdf,2026-06-07T12:42:16,2.94,Reusable Asset,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Decide whether this artifact should become a reusable asset or be archived.
tokenRoi_634304ca108bbf5e87aa,QuantLab,Report Decision Support Index,ReportEvidenceGapTasks_latest,data/reportDecision/ReportEvidenceGapTasks_latest.md,2026-06-07T12:42:16,23.33,Reusable Asset,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Decide whether this artifact should become a reusable asset or be archived.
tokenRoi_cca2a4f930ade52d88ea,QuantLab,Report Decision Support Index,ReportEvidenceGapTasks_07062026,data/reportDecision/ReportEvidenceGapTasks_07062026.md,2026-06-07T12:42:16,23.33,Reusable Asset,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Decide whether this artifact should become a reusable asset or be archived.
tokenRoi_1168a18bf55bed855f77,QuantLab,Report Decision Support Index,ReportEvidenceGapTasks_latest,data/reportDecision/ReportEvidenceGapTasks_latest.csv,2026-06-07T12:42:16,116.39,Reusable Asset,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Decide whether this artifact should become a reusable asset or be archived.
tokenRoi_92880c53f121e731151f,QuantLab,Report Decision Support Index,ReportEvidenceGapTasks_07062026,data/reportDecision/ReportEvidenceGapTasks_07062026.csv,2026-06-07T12:42:16,116.39,Reusable Asset,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Decide whether this artifact should become a reusable asset or be archived.
tokenRoi_79cb8a395c3f885ac94d,QuantLab,Validation Task Queue,ValidationTasks,data/validationQueue/ValidationTasks.json,2026-06-07T12:42:06,9532.26,Validation Efficiency,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Compare against out-of-sample and walk-forward evidence before promotion.
tokenRoi_0b5ab239bb1ab309d9c3,QuantLab,Walk Forward,walk_forward_validation.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-07/Experiments/ma_scan_AAPL/walk_forward_validation.json,2026-06-07T11:43:00,11.75,Validation Efficiency,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Compare against out-of-sample and walk-forward evidence before promotion.
tokenRoi_6c06675a28f95aa45902,QuantLab,Experiment Validation,train_test_validation.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-07/Experiments/ma_scan_AAPL/train_test_validation.json,2026-06-07T11:42:56,0.64,Validation Efficiency,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Compare against out-of-sample and walk-forward evidence before promotion.
tokenRoi_c37d11995671e3846a90,QuantLab,Experiment Summary,summary.csv,/Users/linzezhang/Downloads/量化回测分析/2026-06-07/Experiments/ma_scan_AAPL/summary.csv,2026-06-07T11:42:55,3.17,Validation Efficiency,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Compare against out-of-sample and walk-forward evidence before promotion.
tokenRoi_f597646115bc35b57417,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260607_114254.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-07/DataQuality/DataQuality_sample_US_AAPL_20260607_114254.json,2026-06-07T11:42:54,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_81bf72763224a7990130,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260607_114131.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-07/DataQuality/DataQuality_sample_US_AAPL_20260607_114131.json,2026-06-07T11:41:31,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_c8a16198641af384948f,EVA_OS Foundation,Daily Readiness,QuantLabDailyReadiness_07062026,data/systemAudit/QuantLabDailyReadiness_07062026.json,2026-06-07T11:29:16,6.41,System Reliability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Keep this gate green before relying on downstream research outputs.
tokenRoi_1043da4f16d84054b8eb,EVA_OS Foundation,Daily Readiness,QuantLabDailyReadiness_07062026,data/systemAudit/QuantLabDailyReadiness_07062026.pdf,2026-06-07T11:29:16,1.63,System Reliability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Keep this gate green before relying on downstream research outputs.
tokenRoi_a90f5a5eaad9b5b6b541,EVA_OS Foundation,Daily Readiness,QuantLabDailyReadiness_07062026,data/systemAudit/QuantLabDailyReadiness_07062026.md,2026-06-07T11:29:16,2.04,System Reliability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Keep this gate green before relying on downstream research outputs.
tokenRoi_05adf1eec9eff4ab6d41,EVA_OS Foundation,Integration Audit,QuantLabIntegrationAudit_07062026,data/systemAudit/QuantLabIntegrationAudit_07062026.json,2026-06-07T11:28:28,3.54,System Reliability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Keep this gate green before relying on downstream research outputs.
tokenRoi_f825af19e22aedf24ef3,EVA_OS Foundation,Integration Audit,QuantLabIntegrationAudit_07062026,data/systemAudit/QuantLabIntegrationAudit_07062026.md,2026-06-07T11:28:28,0.93,System Reliability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Keep this gate green before relying on downstream research outputs.
tokenRoi_f89724032be9b85e7e5d,EVA_OS Foundation,Data Trust Audit,QuantLabDataTrustAudit_07062026,data/systemAudit/QuantLabDataTrustAudit_07062026.json,2026-06-07T10:16:26,98.36,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_a0e9c282157b5391e614,EVA_OS Foundation,Data Trust Audit,QuantLabDataTrustAudit_07062026,data/systemAudit/QuantLabDataTrustAudit_07062026.pdf,2026-06-07T10:16:26,1.04,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_6f699be033702a40f3e7,EVA_OS Foundation,Data Trust Audit,QuantLabDataTrustAudit_07062026,data/systemAudit/QuantLabDataTrustAudit_07062026.md,2026-06-07T10:16:26,0.78,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_2fe69de0ac97b140fc39,EVA_OS Foundation,Data Trust Audit,QuantLabDataTrustAudit_07062026,data/systemAudit/QuantLabDataTrustAudit_07062026.csv,2026-06-07T10:16:26,48.7,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_57b3728fa70114888842,QuantLab,Run Metadata,RunMetadata_07062026.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-07/RunMetadata_07062026.json,2026-06-07T08:54:45,7.01,Traceability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Link this metadata to the related report and decision record.
tokenRoi_10ea8ab06d997520967d,QuantLab,Backtest Word Report,SampleBacktestReport_07062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-07/SampleBacktestReport_07062026.docx,2026-06-07T08:54:45,742.96,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_160451b3c0a3d1628a58,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260607_085419.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-07/DataQuality/DataQuality_sample_US_AAPL_20260607_085419.json,2026-06-07T08:54:19,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_0b4881587cd3cc04d7e0,QuantLab,Backtest Word Report,BacktestReport_05062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-05/BacktestReport_05062026.docx,2026-06-05T19:29:07,769.12,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_a84dd97c8c54d98a9cdc,QuantLab,Data Quality,DataQuality_sample_CN_000011_20260605_192852.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-05/DataQuality/DataQuality_sample_CN_000011_20260605_192852.json,2026-06-05T19:28:52,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_27420538b4ab96d9e54a,QuantLab,Run Metadata,RunMetadata7_04062026.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/RunMetadata7_04062026.json,2026-06-04T22:19:47,5.93,Traceability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Link this metadata to the related report and decision record.
tokenRoi_702c4e960d8fc965b330,QuantLab,Backtest Word Report,BacktestReport7_04062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/BacktestReport7_04062026.docx,2026-06-04T22:19:47,849.17,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_5cd680d65b0d95a02076,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260604_221934.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/DataQuality/DataQuality_sample_US_AAPL_20260604_221934.json,2026-06-04T22:19:34,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_50dc9d0c2b134c1fa43d,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260604_221859.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/DataQuality/DataQuality_sample_US_AAPL_20260604_221859.json,2026-06-04T22:18:59,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_8aa9ee799c7e783e3875,QuantLab,Run Metadata,RunMetadata6_04062026.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/RunMetadata6_04062026.json,2026-06-04T22:13:38,6.73,Traceability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Link this metadata to the related report and decision record.
tokenRoi_010f12ea5051c85bfa05,QuantLab,Backtest Word Report,BacktestReport6_04062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/BacktestReport6_04062026.docx,2026-06-04T22:13:38,853.78,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_eff1c50260049efabce4,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260604_221317.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/DataQuality/DataQuality_sample_US_AAPL_20260604_221317.json,2026-06-04T22:13:17,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_cc4ab018e749e4a13fec,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260604_221313.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/DataQuality/DataQuality_sample_US_AAPL_20260604_221313.json,2026-06-04T22:13:13,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_144da81069d25ce91911,QuantLab,Run Metadata,RunMetadata5_04062026.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/RunMetadata5_04062026.json,2026-06-04T14:50:31,6.85,Traceability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Link this metadata to the related report and decision record.
tokenRoi_f3f6b6b2814a69b59a2b,QuantLab,Backtest Word Report,BacktestReport5_04062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/BacktestReport5_04062026.docx,2026-06-04T14:50:31,870.16,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_b54736e72ef06d25d8f6,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260604_145027.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/DataQuality/DataQuality_sample_US_AAPL_20260604_145027.json,2026-06-04T14:50:27,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_825d9bde46d0fde8bb59,QuantLab,Run Metadata,RunMetadata4_04062026.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/RunMetadata4_04062026.json,2026-06-04T14:50:25,5.93,Traceability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Link this metadata to the related report and decision record.
tokenRoi_053e8a6f66ba460a5f19,QuantLab,Backtest Word Report,BacktestReport4_04062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/BacktestReport4_04062026.docx,2026-06-04T14:50:25,849.17,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_8056e927ff182ca535c7,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260604_145020.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/DataQuality/DataQuality_sample_US_AAPL_20260604_145020.json,2026-06-04T14:50:20,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_4bb555a74a3f12bcb3a8,QuantLab,Walk Forward,walk_forward_validation.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/Experiments/ma_scan_AAPL/walk_forward_validation.json,2026-06-04T10:37:14,15.65,Validation Efficiency,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Compare against out-of-sample and walk-forward evidence before promotion.
tokenRoi_32c181ba812ba2f9f4d5,QuantLab,Experiment Validation,train_test_validation.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/Experiments/ma_scan_AAPL/train_test_validation.json,2026-06-04T10:37:09,0.63,Validation Efficiency,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Compare against out-of-sample and walk-forward evidence before promotion.
