main_rel_path,domain,main_size_bytes,main_readability_class,main_signature_category,main_sensitive_skip,wal_present,wal_rel_path,wal_size_bytes,wal_signature_category,shm_present,shm_rel_path,shm_size_bytes,shm_signature_category,complete_wal_shm_pair,schema_opened,message_or_contact_rows_selected
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641b00tinfo.mmkv,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/storage_common.crc,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/brandprivatemsg@hardcode,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641600tinfo.mmkv,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641900tinfo.mmkv.crc,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641600tinfo.mmkv.crc,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641800tinfo.mmkv.crc,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641700tinfo.mmkv.crc,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641500tinfo.mmkv,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641000tinfo.mmkv.crc,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641b00tinfo.mmkv.crc,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641000tinfo.mmkv,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2640600tinfo.mmkv.crc,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641a00tinfo.mmkv,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/brandprivatemsg@hardcode.crc,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641900tinfo.mmkv,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641500tinfo.mmkv.crc,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641700tinfo.mmkv,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641200tinfo.mmkv.crc,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641200tinfo.mmkv,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641800tinfo.mmkv,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641a00tinfo.mmkv.crc,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641100tinfo.mmkv,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/storage_common,db_storage/MMKV,16384,sensitive_skip,not_read_sensitive_skip,true,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/sns/sns.db,db_storage/sns,43286528,encrypted_or_sqlcipher_likely,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/sns/sns.db-wal,0,empty_file,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/sns/sns.db-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/general/general.db,db_storage/general,3883008,encrypted_or_sqlcipher_likely,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/general/general.db-wal,0,empty_file,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/general/general.db-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db-incremental.material,db_storage/message,4096,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db,db_storage/message,139845632,encrypted_or_sqlcipher_likely,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db-wal,0,empty_file,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db-last.material,db_storage/message,258048,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_fts.db,db_storage/message,119914496,encrypted_or_sqlcipher_likely,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_fts.db-wal,0,empty_file,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_fts.db-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db,db_storage/message,99000320,encrypted_or_sqlcipher_likely,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db-wal,0,empty_file,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db-last.material,db_storage/message,593920,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db-incremental.material,db_storage/message,4096,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db-last.material,db_storage/message,32768,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db-incremental.material,db_storage/message,4096,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db,db_storage/message,28815360,encrypted_or_sqlcipher_likely,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db-wal,0,empty_file,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db,db_storage/message,2031616,encrypted_or_sqlcipher_likely,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db-wal,0,empty_file,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.kvdb,db_storage/message,12288,wcdb_or_unknown,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.kvdb-wal,20632,sqlite_wal_header,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.kvdb-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.kvdb,db_storage/message,12288,wcdb_or_unknown,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.kvdb-wal,20632,sqlite_wal_header,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.kvdb-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db-incremental.material,db_storage/message,4096,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db-last.material,db_storage/message,28672,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/weclaw.db,db_storage/message,8192,encrypted_or_sqlcipher_likely,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/weclaw.db-wal,0,empty_file,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/weclaw.db-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db-last.material,db_storage/message,782336,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db,db_storage/message,232751104,encrypted_or_sqlcipher_likely,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db-wal,0,empty_file,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db,db_storage/message,24154112,encrypted_or_sqlcipher_likely,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db-wal,0,empty_file,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db-incremental.material,db_storage/message,4096,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db-last.material,db_storage/message,73728,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.kvdb,db_storage/message,12288,wcdb_or_unknown,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.kvdb-wal,20632,sqlite_wal_header,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.kvdb-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.kvdb,db_storage/message,12288,wcdb_or_unknown,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.kvdb-wal,20632,sqlite_wal_header,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.kvdb-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.db-incremental.material,db_storage/message,4096,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.db-first.material,db_storage/message,331776,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db-first.material,db_storage/message,69632,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.kvdb,db_storage/message,12288,wcdb_or_unknown,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.kvdb-wal,20632,sqlite_wal_header,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.kvdb-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.db-last.material,db_storage/message,335872,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.kvdb,db_storage/message,12288,wcdb_or_unknown,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.kvdb-wal,20632,sqlite_wal_header,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.kvdb-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db,db_storage/message,25165824,encrypted_or_sqlcipher_likely,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db-wal,0,empty_file,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_resource.db,db_storage/message,1511424,encrypted_or_sqlcipher_likely,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_resource.db-wal,0,empty_file,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_resource.db-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.db,db_storage/message,31723520,encrypted_or_sqlcipher_likely,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.db-wal,0,empty_file,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.db-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db-last.material,db_storage/message,86016,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db-first.material,db_storage/message,577536,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db-first.material,db_storage/message,32768,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db-first.material,db_storage/message,28672,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.kvdb,db_storage/message,12288,wcdb_or_unknown,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.kvdb-wal,20632,sqlite_wal_header,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.kvdb-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.kvdb,db_storage/message,12288,wcdb_or_unknown,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.kvdb-wal,20632,sqlite_wal_header,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.kvdb-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db-incremental.material,db_storage/message,4096,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db-last.material,db_storage/message,577536,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db-first.material,db_storage/message,253952,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.db-first.material,db_storage/message,110592,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.db-incremental.material,db_storage/message,4096,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db-incremental.material,db_storage/message,4096,wcdb_or_unknown,non_sqlite_header,false,false,,0,not_checked_or_absent,false,,0,not_checked_or_absent,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db,db_storage/message,107663360,encrypted_or_sqlcipher_likely,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db-wal,0,empty_file,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.kvdb,db_storage/message,12288,wcdb_or_unknown,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.kvdb-wal,20632,sqlite_wal_header,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.kvdb-shm,32768,non_sqlite_header,true,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.kvdb,db_storage/message,12288,wcdb_or_unknown,non_sqlite_header,false,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.kvdb-wal,20632,sqlite_wal_header,true,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.kvdb-shm,32768,non_sqlite_header,true,false,false
